Designator,Footprint,Quantity,Value,LCSC Part #
"D1, D2, D3, D4, D5",LED-WS2812BF5,5,WS2812B,
"D6, D7, D8, D9",Diode_SOD-123,4,Diode,
J1,PinSocket_1x04_P2.54mm_Vertical,1,Conn_01x04_Socket,
M1,VC0820B006F,1,Motor_DC,
Q1,SOT-23,1,2N7002,
"R1, R2, R3, R4",0805,4,10k,
"S1, S2, S3, S4",MX_Plate,4,Keyswitch,
SW1,RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm,1,RotaryEncoder_Switch,
U1,RP2040_Zero,1,RP2040_Zero,
