Designator,Footprint,Quantity,Value,LCSC Part #
"0X20, 0X21, 0X22, 0X23, 0X24, 0X25, 0X26, 0X27",SOIC-28W_7.5x17.9mm_P1.27mm,8,MCP23017_SO,MCP23017-E/SO
"J1, J18",PinHeader_1x02_P2.00mm_Vertical,2,Conn_01x02,MTP220-1102S1
"J10, J11, J12, J13, J14, J15, J16, J17, J2, J3, J4, J5, J6, J7, J8, J9",PinHeader_1x08_P2.00mm_Vertical,16,Conn_01x08,A2005WV-8P
