Ref,Val,Package,PosX,PosY,Rot,Side
"LED1","17-21SUYC/TR8","LED0805-R-RD",-20.950000,-30.000000,180.000000,top
"LED2","XL-2835UPC-02","LED-SMD_L3.5-W2.8-FD_RED-1",9.500000,-11.160000,-90.000000,top
"LED3","XL-2835UPC-02","LED-SMD_L3.5-W2.8-FD_RED-1",-42.000000,-31.000000,-90.000000,top
