Designator,Footprint,Quantity,Value,LCSC Part #
BZ1,BUZ-SMD_FST-9018,1,Buzzer,C391035
"C1, C2, C3, C4, C5",0402,5,C, C1525
"D1, D10, D2, D3, D4, D5, D6, D7, D8, D9",LED-ARRAY-SMD_4P-L1.6-W1.5-BR-A,10,LED_Dual_AKAK,
J1,HDR-SMD_6P-P2.54-V-M-S4.8,1,Conn_01x06,C22438430
J2,MICRO-USB-SMD_USB-MR-D-023,1,USB_B_Micro,
Q1,SOT-23,1,2N7002,
"R1, R10, R2, R3, R4, R5, R6, R7, R8, R9",0402,10,R_US,C25091
U1,TQFP-44_10x10mm_P0.8mm,1,AT89x51xxA,C618936
