"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"D14,D2,D3,D6,D5,D8,D15,D13,D11,D10,D7,D1,D4,D12,D9";"D_DO-35_SOD27_P7.62mm_Horizontal";15;"1N4148";;;
2;"SW9,SW5,SW3,SW1,SW7,SW13,SW4,SW11,SW10,SW14,SW12,SW6,SW2,SW8";"SW_Cherry_MX_1.00u_PCB";14;"SW_Push";;;
3;"SW15";"RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm";1;"RotaryEncoder_Switch";;;
4;"U1";"Sparkfun_Pro_Micro";1;"Sparkfun_Pro_Micro";;;
5;"OL1";"OLED_v2";1;"OLED";;;
