"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"J1";"PinHeader_1x05_P1.27mm_Vertical";1;"SPI";;;
2;"J7";"JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal";1;"JST SH";;;
3;"R2,R4";"R_0402_1005Metric";2;"10k";;;
4;"J3";"PinHeader_1x04_P1.27mm_Vertical";1;"free pins";;;
5;"J2,J5";"fpc_7pin_0.3mm_connector Panasonic";2;"7 pin FPC 0.3mm Panasonic Y3b";;;
6;"J4,J15";"TE_mezzanine_conn_3-2363962-0";2;"TE 3-2363962-0 Connector";;;
