Designator,Footprint,Quantity,Value,LCSC Part #
J1,JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal,1,Conn_01x02_Socket,C173752
SW1,SW_Hotswap_Kailh_Choc_V1V2_2.00u_90deg,1,SW_SPST,C5156480
