Comment,Designator,Footprint,LCSC
R,"R1,R10,R100,R101,R102,R103,R104,R105,R11,R12,R13,R14,R15,R16,R17,R18,R19,R2,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R3,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R4,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R5,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R6,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R7,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R8,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R9,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99",R_0603_1608Metric,C23164
spring_tab,"SPRING1,SPRING10,SPRING11,SPRING12,SPRING13,SPRING14,SPRING15,SPRING16,SPRING17,SPRING18,SPRING19,SPRING2,SPRING20,SPRING21,SPRING22,SPRING23,SPRING24,SPRING25,SPRING26,SPRING27,SPRING28,SPRING29,SPRING3,SPRING30,SPRING31,SPRING32,SPRING33,SPRING34,SPRING35,SPRING4,SPRING5,SPRING6,SPRING7,SPRING8,SPRING9",spring_tab,C2826543
Fuse,"F1,F2,F3",Fuse_0603_1608Metric_Pad1.05x0.95mm_HandSolder,C310953
Conn_01x01_Pin,"J1,J2,J3",SMD_spring_clamp_connector_1x1,C5197183
