Designator	Footprint	Mid X	Mid Y	Ref X	Ref Y	Pad X	Pad Y	Layer	Rotation	Comment
"C1"	"C0603"	"66.17mm"	"-36.7mm"	"66.17mm"	"-36.7mm"	"66.17mm"	"-36mm"	"T"	"270"	"10µF"
"J1"	"HDR-M-2.54_1X1"	"60.33mm"	"-36.7mm"	"60.33mm"	"-36.7mm"	"60.33mm"	"-36.7mm"	"T"	"0"	"HDR-M-2.54_1x1"
"J2"	"HDR-M-2.54_1X1"	"63.63mm"	"-36.7mm"	"63.63mm"	"-36.7mm"	"63.63mm"	"-36.7mm"	"T"	"0"	"HDR-M-2.54_1x1"
"KEY1"	"KEY-SMD_2P-L6.2-W3.6-LS8.0"	"20.89mm"	"-34.99mm"	"20.89mm"	"-34.99mm"	"17.09mm"	"-34.99mm"	"T"	"0"	"K2-3.6×6.1_SMD"
"R1"	"R0603"	"64.9mm"	"-33.66mm"	"64.9mm"	"-33.66mm"	"64.14mm"	"-33.66mm"	"T"	"0"	"10kΩ"
"U1"	"DIGISPARK"	"59.18mm"	"-10.41mm"	"59.18mm"	"-10.41mm"	"66.8mm"	"-4.06mm"	"B"	"0"	"ATTINY85/USB"
"U2"	"OLED-0.96"-SSD1306"	"30.73mm"	"-2.79mm"	"30.73mm"	"-2.79mm"	"34.54mm"	"-2.8mm"	"B"	"180"	"OLED-0.96"-SSD1306"
