Designator,Mid X,Mid Y,Rotation,Layer
ATTINY44A,77.5,-55.05,0.0,top
BATT,66.25,-44.75,90.0,top
H-Bridge,79.5,-48.5,0.0,top
LED1,78.25,-62.15,180.0,top
Motor,66.25,-57.75,90.0,top
Programming-Pins1,82.0,-55.5,0.0,top
R1,74.4,-60.0,180.0,top
R2,76.66,-60.0,0.0,top
R3,78.9,-60.0,0.0,top
R4,75.53,-62.16,0.0,top
SW1,82.645,-44.5,180.0,top
Switch,79.07,-40.01,0.0,top
